Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
784,Kenyan Drake,BAL,RB,1,NYJ,11,31,2.8,0,1,1,15,0,0,0,5.6,5.6
784,Devin Singletary,BUF,RB,5,PIT,6,42,7,0,2,1,4,0,0,0,5.6,5.6
784,Michael Carter,NYJ,RB,3,CIN,11,39,3.5,0,2,1,7,0,0,0,5.6,5.6
784,Joshua Kelley,LAC,RB,17,LAR,9,45,5,0,2,1,1,0,0,0,5.6,5.6
784,Deon Jackson,IND,RB,9,NE,11,23,2.1,0,3,2,13,0,0,0,5.6,5.6
784,Michael Carter,NYJ,RB,12,CHI,6,21,3.5,0,2,2,15,0,0,0,5.6,5.6
784,David Montgomery,CHI,RB,17,DET,6,24,4,0,3,2,12,0,0,0,5.6,5.6
784,Jerick McKinnon,KC,RB,12,LAR,0,0,0,0,6,3,26,0,0,0,5.6,5.6
795,Gus Edwards,BAL,RB,15,CLE,7,55,7.9,0,0,0,0,0,0,0,5.5,5.5
795,Alexander Mattison,MIN,RB,17,GB,8,38,4.8,0,1,1,7,0,0,0,5.5,5.5
795,Eno Benjamin,ARI,RB,4,CAR,5,36,7.2,0,1,1,9,0,0,0,5.5,5.5
795,Joshua Kelley,LAC,RB,1,LV,4,21,5.2,0,2,2,14,0,0,0,5.5,5.5
795,Saquon Barkley,NYG,RB,11,DET,15,22,1.5,0,5,2,13,0,0,0,5.5,5.5
795,Malik Davis,DAL,RB,11,MIN,7,13,1.9,0,3,2,22,0,0,0,5.5,5.5
795,Jeff Wilson Jr.,SF,RB,8,LAR,4,14,3.5,0,2,2,21,0,0,0,5.5,5.5
802,Tyler Allgeier,ATL,RB,12,WAS,11,54,4.9,0,0,0,0,0,0,0,5.4,5.4
802,Jeff Wilson Jr.,SF,RB,7,KC,7,54,7.7,0,1,0,0,0,0,0,5.4,5.4
802,Rashaad Penny,SEA,RB,5,NO,8,54,6.8,0,0,0,0,0,0,0,5.4,5.4
802,Miles Sanders,PHI,RB,10,WAS,12,54,4.5,0,1,0,0,0,0,0,5.4,5.4
802,David Montgomery,CHI,RB,9,MIA,14,36,2.6,0,2,1,8,0,0,0,5.4,5.4
802,Kyren Williams,LAR,RB,11,NO,7,36,5.1,0,2,1,8,0,0,0,5.4,5.4
802,Raheem Mostert,MIA,RB,14,LAC,11,37,3.4,0,1,1,7,0,0,0,5.4,5.4
802,Miles Sanders,PHI,RB,3,WAS,15,46,3.1,0,1,1,-2,0,0,0,5.4,5.4
802,Dontrell Hilliard,TEN,RB,3,LV,2,14,7,0,1,1,30,0,0,0,5.4,5.4
802,David Montgomery,CHI,RB,10,DET,9,37,4.1,0,1,1,7,0,0,0,5.4,5.4
802,Kyle Juszczyk,SF,FB,4,LAR,1,9,9,0,1,1,35,0,0,0,5.4,5.4
802,Aaron Jones,GB,RB,16,MIA,6,25,4.2,0,2,2,9,0,0,0,5.4,5.4
802,Travis Homer,SEA,RB,14,CAR,9,26,2.9,0,3,2,8,0,0,0,5.4,5.4
802,Travis Etienne Jr.,JAX,RB,18,TEN,7,17,2.4,0,2,2,17,0,0,0,5.4,5.4
802,Ke'Shawn Vaughn,TB,RB,18,ATL,8,26,3.2,0,2,2,8,0,0,0,5.4,5.4
817,James Cook,BUF,RB,2,TEN,11,53,4.8,0,1,0,0,0,0,0,5.3,5.3
817,Rachaad White,TB,RB,15,CIN,11,38,3.5,0,2,1,5,0,0,0,5.3,5.3
817,Devin Singletary,BUF,RB,14,NYJ,8,39,4.9,0,2,1,4,0,0,0,5.3,5.3
817,James Cook,BUF,RB,9,NYJ,4,15,3.8,0,4,2,18,0,0,0,5.3,5.3
817,Rachaad White,TB,RB,6,PIT,4,12,3,0,4,3,11,0,0,0,5.3,5.3
817,Justin Jackson,DET,RB,13,JAX,1,4,4,0,5,3,19,0,0,0,5.3,5.3
823,Tyler Allgeier,ATL,RB,13,PIT,10,52,5.2,0,0,0,0,0,0,0,5.2,5.2
823,Joshua Kelley,LAC,RB,16,IND,9,33,3.7,0,1,1,9,0,0,0,5.2,5.2
823,Trayveon Williams,CIN,RB,12,TEN,2,18,9,0,1,1,24,0,0,0,5.2,5.2
823,Kenneth Gainwell,PHI,RB,18,NYG,5,35,7,0,1,1,7,0,0,0,5.2,5.2
823,Craig Reynolds,DET,RB,4,SEA,2,30,15,0,1,1,12,0,0,0,5.2,5.2
823,Tony Jones Jr.,SEA,RB,13,LAR,7,14,2,0,4,2,18,0,0,0,5.2,5.2
823,Samaje Perine,CIN,RB,16,NE,4,3,0.8,0,4,3,19,0,0,0,5.2,5.2
823,Kareem Hunt,CLE,RB,16,NO,7,8,1.1,0,3,3,14,0,0,0,5.2,5.2
823,Mark Ingram II,NO,RB,7,ARI,4,6,1.5,0,3,3,16,0,0,0,5.2,5.2
832,Tyler Allgeier,ATL,RB,6,SF,15,51,3.4,0,0,0,0,0,0,0,5.1,5.1
832,Jordan Mason,SF,RB,13,MIA,8,51,6.4,0,0,0,0,0,0,0,5.1,5.1
832,Chase Edmonds,MIA,RB,2,BAL,5,33,6.6,0,3,1,8,0,0,0,5.1,5.1
832,Khalil Herbert,CHI,RB,2,GB,4,38,9.5,0,1,1,3,0,0,0,5.1,5.1
832,Antonio Gibson,WAS,RB,16,SF,5,10,2,0,3,2,21,0,1,0,5.1,5.1
832,Chase Edmonds,MIA,RB,6,MIN,2,3,1.5,0,2,2,28,0,0,0,5.1,5.1
838,Jeff Wilson Jr.,SF,RB,1,CHI,9,22,2.4,0,2,2,8,0,0,0,5,5
838,Avery Williams,ATL,RB,16,BAL,3,16,5.3,0,2,2,14,0,0,0,5,5
838,Darrell Henderson Jr.,LAR,RB,8,SF,4,16,4,0,2,2,14,0,0,0,5,5
838,Rex Burkhead,HOU,RB,10,NYG,1,2,2,0,2,2,28,0,0,0,5,5
838,J.D. McKissic,WAS,RB,8,IND,2,6,3,0,5,3,14,0,0,0,5,5
838,Patrick Ricard,BAL,FB,4,BUF,1,3,3,0,3,3,17,0,0,0,5,5
838,Deon Jackson,IND,RB,11,PHI,1,7,7,0,4,4,3,0,0,0,5,5
845,Dameon Pierce,HOU,RB,1,IND,11,33,3,0,1,1,6,0,0,0,4.9,4.9
845,Mike Boone,DEN,RB,14,KC,3,2,0.7,0,2,2,27,0,0,0,4.9,4.9
845,Michael Carter,NYJ,RB,4,PIT,9,15,1.7,0,3,2,14,0,1,0,4.9,4.9
845,Dontrell Hilliard,TEN,RB,12,CIN,2,16,8,0,3,3,3,0,0,0,4.9,4.9
849,Jonathan Williams,WAS,RB,4,DAL,5,48,9.6,0,0,0,0,0,0,0,4.8,4.8
849,Royce Freeman,HOU,RB,16,TEN,16,32,2,0,1,1,6,0,0,0,4.8,4.8
849,Rex Burkhead,HOU,RB,5,JAX,3,15,5,0,3,2,13,0,0,0,4.8,4.8
849,David Johnson,NO,RB,18,CAR,0,0,0,0,2,2,28,0,0,0,4.8,4.8
849,Justin Jackson,DET,RB,10,CHI,4,14,3.5,0,3,2,14,0,0,0,4.8,4.8
849,Reggie Gilliam,BUF,FB,6,KC,0,0,0,0,3,3,18,0,0,0,4.8,4.8
855,Hassan Haskins,TEN,RB,2,BUF,9,37,4.1,0,1,1,0,0,0,0,4.7,4.7
855,Rhamondre Stevenson,NE,RB,1,MIA,8,25,3.1,0,2,2,2,0,0,0,4.7,4.7
855,Ameer Abdullah,LV,RB,16,PIT,0,0,0,0,2,2,27,0,0,0,4.7,4.7
855,Antonio Gibson,WAS,RB,15,NYG,5,21,4.2,0,4,2,6,0,1,0,4.7,4.7
855,Matt Breida,NYG,RB,5,GB,4,14,3.5,0,2,2,13,0,0,0,4.7,4.7
855,Kyle Juszczyk,SF,FB,5,CAR,0,0,0,0,2,2,27,0,0,0,4.7,4.7
855,Jaylen Warren,PIT,RB,14,BAL,3,11,3.7,0,3,2,16,0,0,0,4.7,4.7
855,Giovani Bernard,TB,RB,18,ATL,7,28,4,0,2,2,-1,0,0,0,4.7,4.7
855,Samaje Perine,CIN,RB,8,CLE,1,7,7,0,3,3,10,0,0,0,4.7,4.7
864,Spencer Brown,CAR,RB,9,CIN,3,16,5.3,0,3,2,10,0,0,0,4.6,4.6
864,Leonard Fournette,TB,RB,7,CAR,8,19,2.4,0,3,2,7,0,0,0,4.6,4.6
864,Dameon Pierce,HOU,RB,12,MIA,5,8,1.6,0,6,3,8,0,0,0,4.6,4.6
867,Tyler Allgeier,ATL,RB,5,TB,13,45,3.5,0,0,0,0,0,0,0,4.5,4.5
867,Chase Edmonds,DEN,RB,18,LAC,9,45,5,0,0,0,0,0,0,0,4.5,4.5
867,Joshua Kelley,LAC,RB,14,MIA,4,29,7.2,0,2,1,6,0,0,0,4.5,4.5
867,Benny Snell Jr.,PIT,RB,13,ATL,6,24,4,0,1,1,11,0,0,0,4.5,4.5
867,Chuba Hubbard,CAR,RB,11,BAL,4,0,0,0,3,2,25,0,0,0,4.5,4.5
867,Ty Johnson,NYJ,RB,18,MIA,5,12,2.4,0,3,2,13,0,0,0,4.5,4.5
867,Dare Ogunbowale,HOU,RB,17,JAX,7,21,3,0,3,2,4,0,0,0,4.5,4.5
867,Alec Ingold,MIA,FB,13,SF,0,0,0,0,4,3,15,0,0,0,4.5,4.5
875,J.K. Dobbins,BAL,RB,5,CIN,8,44,5.5,0,0,0,0,0,0,0,4.4,4.4
875,Ronald Jones,KC,RB,12,LAR,4,12,3,0,1,1,22,0,0,0,4.4,4.4
875,Jaylen Warren,PIT,RB,7,MIA,2,7,3.5,0,2,2,17,0,0,0,4.4,4.4
875,Alexander Mattison,MIN,RB,2,PHI,2,8,4,0,5,3,6,0,0,0,4.4,4.4
879,Isiah Pacheco,KC,RB,7,SF,8,43,5.4,0,0,0,0,0,0,0,4.3,4.3
879,Matt Breida,NYG,RB,7,JAX,4,19,4.8,0,1,1,14,0,0,0,4.3,4.3
879,Jaylen Warren,PIT,RB,3,CLE,4,30,7.5,0,1,1,3,0,1,0,4.3,4.3
879,Eno Benjamin,ARI,RB,3,LAR,5,16,3.2,0,4,2,7,0,0,0,4.3,4.3
879,Jonathan Taylor,IND,RB,4,TEN,20,42,2.1,0,3,1,1,0,1,1,4.3,4.3
879,Rhamondre Stevenson,NE,RB,16,CIN,13,30,2.3,0,5,2,3,0,2,1,4.3,4.3
885,Raheem Mostert,MIA,RB,1,NE,5,16,3.2,0,1,1,16,0,0,0,4.2,4.2
885,Rachaad White,TB,RB,7,CAR,6,24,4,0,2,1,8,0,0,0,4.2,4.2
885,Julius Chestnut,TEN,RB,17,DAL,4,-1,-0.2,0,1,1,33,0,0,0,4.2,4.2
885,Tony Pollard,DAL,RB,1,TB,6,8,1.3,0,2,2,14,0,0,0,4.2,4.2
885,Isaiah Spiller,LAC,RB,11,KC,4,11,2.8,0,2,2,11,0,0,0,4.2,4.2
885,Reggie Gilliam,BUF,FB,3,MIA,0,0,0,0,3,2,22,0,0,0,4.2,4.2
885,JaMycal Hasty,JAX,RB,4,PHI,0,0,0,0,2,2,22,0,0,0,4.2,4.2
892,Cordarrelle Patterson,ATL,RB,2,LAR,10,41,4.1,0,1,0,0,0,0,0,4.1,4.1
892,Elijah Mitchell,SF,RB,1,CHI,6,41,6.8,0,0,0,0,0,0,0,4.1,4.1
892,Cordarrelle Patterson,ATL,RB,16,BAL,8,17,2.1,0,1,1,14,0,0,0,4.1,4.1
892,Justin Jackson,DET,RB,15,NYJ,6,16,2.7,0,2,1,15,0,0,0,4.1,4.1
892,Michael Carter,NYJ,RB,15,DET,4,15,3.8,0,1,1,16,0,0,0,4.1,4.1
892,Sony Michel,LAC,RB,3,JAX,5,22,4.4,0,2,1,9,0,0,0,4.1,4.1
892,Travis Homer,SEA,RB,8,NYG,2,10,5,0,1,1,21,0,0,0,4.1,4.1
892,Devin Singletary,BUF,RB,2,TEN,6,19,3.2,0,3,2,2,0,0,0,4.1,4.1
892,Rachaad White,TB,RB,1,DAL,6,14,2.3,0,2,2,7,0,0,0,4.1,4.1
892,D'Onta Foreman,CAR,RB,9,CIN,7,23,3.3,0,3,2,-2,0,0,0,4.1,4.1
892,Brandon Bolden,LV,RB,3,TEN,3,17,5.7,0,2,2,4,0,0,0,4.1,4.1
892,Dare Ogunbowale,HOU,RB,13,CLE,2,8,4,0,3,2,13,0,0,0,4.1,4.1
904,Jaylen Warren,PIT,RB,16,LV,6,23,3.8,0,2,1,7,0,0,0,4,4
904,Tyler Allgeier,ATL,RB,3,SEA,6,25,4.2,0,1,1,5,0,0,0,4,4
904,Jonathan Ward,TEN,RB,17,DAL,4,26,6.5,0,1,1,4,0,0,0,4,4
904,Tony Jones Jr.,NO,RB,2,TB,2,8,4,0,2,2,12,0,0,0,4,4
904,Joshua Kelley,LAC,RB,12,ARI,2,4,2,0,3,2,16,0,0,0,4,4
904,Patrick Ricard,BAL,FB,7,CLE,1,0,0,0,2,2,20,0,0,0,4,4
904,Rex Burkhead,HOU,RB,17,JAX,0,0,0,0,5,3,10,0,0,0,4,4
904,JaMycal Hasty,JAX,RB,8,DEN,4,13,3.2,0,4,3,-3,0,0,0,4,4
904,Michael Carter,NYJ,RB,14,BUF,5,5,1,0,6,3,15,0,1,1,4,4
913,Craig Reynolds,DET,RB,2,WAS,3,16,5.3,0,1,1,13,0,0,0,3.9,3.9
913,Kyren Williams,LAR,RB,14,LV,3,19,6.3,0,2,1,10,0,0,0,3.9,3.9
913,Kene Nwangwu,MIN,RB,18,CHI,5,13,2.6,0,1,1,16,0,0,0,3.9,3.9
913,Kyle Juszczyk,SF,FB,18,ARI,1,3,3,0,1,1,26,0,0,0,3.9,3.9
913,Mike Boone,DEN,RB,4,LV,3,20,6.7,0,3,1,9,0,0,0,3.9,3.9
913,Jaylen Warren,PIT,RB,13,ATL,1,5,5,0,2,2,14,0,0,0,3.9,3.9
913,Deon Jackson,IND,RB,16,LAC,0,0,0,0,3,3,9,0,0,0,3.9,3.9
920,Malik Davis,DAL,RB,10,GB,5,38,7.6,0,0,0,0,0,0,0,3.8,3.8
920,Larry Rountree III,LAC,RB,17,LAR,10,15,1.5,0,1,1,13,0,0,0,3.8,3.8
920,Malcolm Brown,LAR,RB,6,CAR,7,15,2.1,0,1,1,13,0,0,0,3.8,3.8
920,James Cook,BUF,RB,12,DET,2,4,2,0,5,2,14,0,0,0,3.8,3.8
920,Isiah Pacheco,KC,RB,6,BUF,2,9,4.5,0,2,2,9,0,0,0,3.8,3.8
920,Trestan Ebner,CHI,RB,4,NYG,6,20,3.3,0,3,2,8,0,2,1,3.8,3.8
926,Cam Akers,LAR,RB,12,KC,8,37,4.6,0,0,0,0,0,0,0,3.7,3.7
926,Jamaal Williams,DET,RB,14,MIN,16,37,2.3,0,1,0,0,0,0,0,3.7,3.7
926,DeeJay Dallas,SEA,RB,13,LAR,10,37,3.7,0,1,0,0,0,0,0,3.7,3.7
926,Eno Benjamin,ARI,RB,9,SEA,4,12,3,0,1,1,15,0,0,0,3.7,3.7
926,Kareem Hunt,CLE,RB,15,BAL,4,24,6,0,1,1,3,0,0,0,3.7,3.7
926,Kenyan Drake,BAL,RB,5,CIN,4,26,6.5,0,1,1,1,0,0,0,3.7,3.7
926,Javonte Williams,DEN,RB,4,LV,10,28,2.8,0,1,1,-1,0,0,0,3.7,3.7
926,Hassan Haskins,TEN,RB,16,HOU,0,0,0,0,2,2,17,0,0,0,3.7,3.7
926,Dameon Pierce,HOU,RB,11,WAS,10,8,0.8,0,3,2,9,0,0,0,3.7,3.7
926,Rex Burkhead,HOU,RB,15,KC,0,0,0,0,4,2,17,0,0,0,3.7,3.7
926,Malcolm Brown,LAR,RB,14,LV,1,5,5,0,2,2,12,0,0,0,3.7,3.7
926,Ameer Abdullah,LV,RB,14,LAR,0,0,0,0,2,2,17,0,0,0,3.7,3.7
926,Dalvin Cook,MIN,RB,18,CHI,11,37,3.4,0,1,1,0,0,1,1,3.7,3.7
926,Kenneth Gainwell,PHI,RB,17,NO,0,0,0,0,2,2,17,0,0,0,3.7,3.7
940,Alexander Mattison,MIN,RB,1,GB,8,36,4.5,0,0,0,0,0,0,0,3.6,3.6
940,Mark Ingram II,NO,RB,5,SEA,9,16,1.8,0,0,0,0,0,0,0,3.6,3.6
940,Kenneth Walker III,SEA,RB,13,LAR,3,36,12,0,1,0,0,0,0,0,3.6,3.6
940,DeeJay Dallas,SEA,RB,18,LAR,2,29,14.5,0,1,1,-3,0,0,0,3.6,3.6
940,Chris Evans,CIN,RB,8,CLE,0,0,0,0,1,1,26,0,0,0,3.6,3.6
940,Mike Boone,DEN,RB,13,BAL,6,18,3,0,1,1,8,0,0,0,3.6,3.6
940,Alec Ingold,MIA,FB,2,BAL,1,1,1,0,2,2,15,0,0,0,3.6,3.6
940,Hassan Haskins,TEN,RB,18,JAX,2,3,1.5,0,2,2,13,0,0,0,3.6,3.6
940,Samaje Perine,CIN,RB,6,NO,2,5,2.5,0,2,2,11,0,0,0,3.6,3.6
940,Dontrell Hilliard,TEN,RB,13,PHI,1,2,2,0,2,2,14,0,0,0,3.6,3.6
950,D'Onta Foreman,CAR,RB,17,TB,13,35,2.7,0,0,0,0,0,0,0,3.5,3.5
950,Joshua Kelley,LAC,RB,2,KC,4,22,5.5,0,2,1,3,0,0,0,3.5,3.5
950,D'Andre Swift,DET,RB,16,CAR,4,12,3,0,5,1,13,0,0,0,3.5,3.5
950,Kenneth Walker III,SEA,RB,2,SF,4,10,2.5,0,3,2,5,0,0,0,3.5,3.5
950,DeeJay Dallas,SEA,RB,12,LV,1,2,2,0,2,2,13,0,0,0,3.5,3.5
950,Hassan Haskins,TEN,RB,15,LAC,1,8,8,0,2,2,7,0,0,0,3.5,3.5
950,Matt Breida,NYG,RB,14,PHI,3,6,2,0,4,2,9,0,0,0,3.5,3.5
950,C.J. Ham,MIN,FB,3,DET,0,0,0,0,3,2,15,0,0,0,3.5,3.5
950,Ameer Abdullah,LV,RB,11,DEN,0,0,0,0,4,3,5,0,0,0,3.5,3.5
959,Caleb Huntley,ATL,RB,9,LAC,7,34,4.9,0,0,0,0,0,0,0,3.4,3.4
959,AJ Dillon,GB,RB,5,NYG,6,34,5.7,0,0,0,0,0,0,0,3.4,3.4
959,Caleb Huntley,ATL,RB,5,TB,8,34,4.2,0,0,0,0,0,0,0,3.4,3.4
959,Justice Hill,BAL,RB,18,CIN,7,34,4.9,0,0,0,0,0,0,0,3.4,3.4
959,David Johnson,NO,RB,16,CLE,7,16,2.3,0,1,1,8,0,0,0,3.4,3.4
959,Samaje Perine,CIN,RB,15,TB,7,24,3.4,0,1,1,0,0,0,0,3.4,3.4
959,Joshua Kelley,LAC,RB,18,DEN,5,18,3.6,0,4,1,6,0,0,0,3.4,3.4
959,Kyle Juszczyk,SF,FB,3,DEN,0,0,0,0,1,1,24,0,0,0,3.4,3.4
959,Kenneth Walker III,SEA,RB,4,DET,8,29,3.6,0,1,1,-5,0,0,0,3.4,3.4
959,Jamaal Williams,DET,RB,16,CAR,7,11,1.6,0,2,2,3,0,0,0,3.4,3.4
959,Patrick Ricard,BAL,FB,12,JAX,0,0,0,0,3,2,14,0,0,0,3.4,3.4
959,Raheem Blackshear,CAR,RB,11,BAL,0,0,0,0,3,2,14,0,0,0,3.4,3.4
959,Kenneth Gainwell,PHI,RB,15,CHI,3,5,1.7,0,2,2,9,0,0,0,3.4,3.4
959,Ameer Abdullah,LV,RB,15,NE,0,0,0,0,2,2,14,0,0,0,3.4,3.4
959,Darrel Williams,ARI,RB,8,MIN,5,8,1.6,0,3,2,6,0,0,0,3.4,3.4
974,Tyrion Davis-Price,SF,RB,2,SEA,14,33,2.4,0,0,0,0,0,0,0,3.3,3.3
974,Jamaal Williams,DET,RB,15,NYJ,13,33,2.5,0,0,0,0,0,0,0,3.3,3.3
974,Cam Akers,LAR,RB,5,DAL,13,33,2.5,0,1,0,0,0,0,0,3.3,3.3
974,Miles Sanders,PHI,RB,18,NYG,11,33,3,0,1,0,0,0,0,0,3.3,3.3
974,AJ Dillon,GB,RB,18,DET,9,33,3.7,0,3,0,0,0,0,0,3.3,3.3
974,Clyde Edwards-Helaire,KC,RB,6,BUF,9,33,3.7,0,0,0,0,0,0,0,3.3,3.3
974,Ameer Abdullah,LV,RB,2,ARI,0,0,0,0,1,1,23,0,0,0,3.3,3.3
974,AJ Dillon,GB,RB,11,TEN,6,13,2.2,0,1,1,10,0,0,0,3.3,3.3
974,Tyler Allgeier,ATL,RB,10,CAR,8,20,2.5,0,3,3,-17,0,0,0,3.3,3.3
983,Travis Etienne Jr.,JAX,RB,14,TEN,17,32,1.9,0,0,0,0,0,0,0,3.2,3.2
983,Corey Clement,ARI,RB,17,ATL,7,32,4.6,0,1,0,0,0,0,0,3.2,3.2
983,Brandon Bolden,LV,RB,17,SF,8,32,4,0,0,0,0,0,0,0,3.2,3.2
983,Caleb Huntley,ATL,RB,10,CAR,5,32,6.4,0,0,0,0,0,0,0,3.2,3.2
983,Raheem Blackshear,CAR,RB,10,ATL,6,32,5.3,0,0,0,0,0,0,0,3.2,3.2
983,Travis Etienne Jr.,JAX,RB,4,PHI,8,32,4,0,1,0,0,0,0,0,3.2,3.2
983,Samaje Perine,CIN,RB,18,BAL,6,18,3,0,1,1,4,0,0,0,3.2,3.2
983,Jaylen Warren,PIT,RB,4,NYJ,3,18,6,0,1,1,4,0,0,0,3.2,3.2
983,Boston Scott,PHI,RB,11,IND,3,8,2.7,0,2,2,4,0,0,0,3.2,3.2
983,Kareem Hunt,CLE,RB,14,CIN,4,6,1.5,0,4,2,6,0,0,0,3.2,3.2
983,Devin Singletary,BUF,RB,18,NE,7,29,4.1,0,1,1,3,0,1,1,3.2,3.2
983,Alec Ingold,MIA,FB,6,MIN,1,2,2,0,2,2,10,0,0,0,3.2,3.2
995,Khalil Herbert,CHI,RB,17,DET,5,31,6.2,0,0,0,0,0,0,0,3.1,3.1
995,Boston Scott,PHI,RB,2,MIN,4,19,4.8,0,1,1,2,0,0,0,3.1,3.1
995,JaMycal Hasty,JAX,RB,16,NYJ,3,10,3.3,0,3,1,11,0,0,0,3.1,3.1
995,Malcolm Brown,LAR,RB,16,DEN,2,19,9.5,0,1,1,2,0,0,0,3.1,3.1
995,Kyren Williams,LAR,RB,16,DEN,6,18,3,0,1,1,3,0,0,0,3.1,3.1
995,Myles Gaskin,MIA,RB,12,HOU,6,17,2.8,0,1,1,4,0,0,0,3.1,3.1
995,Kareem Hunt,CLE,RB,12,TB,5,15,3,0,2,1,6,0,0,0,3.1,3.1
995,Corey Clement,ARI,RB,14,NE,0,0,0,0,1,1,21,0,0,0,3.1,3.1
995,Boston Scott,PHI,RB,13,TEN,6,16,2.7,0,1,1,5,0,0,0,3.1,3.1
995,Justice Hill,BAL,RB,1,NYJ,2,4,2,0,2,2,7,0,0,0,3.1,3.1
995,Matt Breida,NYG,RB,6,BAL,3,-6,-2,0,2,2,17,0,0,0,3.1,3.1
1006,Tyler Allgeier,ATL,RB,2,LAR,10,30,3,0,0,0,0,0,0,0,3,3
1006,Tyrion Davis-Price,SF,RB,16,WAS,9,30,3.3,0,0,0,0,0,0,0,3,3
1006,Raheem Mostert,MIA,RB,13,SF,7,30,4.3,0,0,0,0,0,0,0,3,3
1006,Joshua Kelley,LAC,RB,13,LV,7,30,4.3,0,1,0,0,0,0,0,3,3
1006,Cordarrelle Patterson,ATL,RB,10,CAR,5,18,3.6,0,1,1,2,0,0,0,3,3
1006,Pierre Strong Jr.,NE,RB,16,CIN,0,0,0,0,2,2,10,0,0,0,3,3
1006,Avery Williams,ATL,RB,15,NO,0,0,0,0,2,2,10,0,0,0,3,3
1006,Rhamondre Stevenson,NE,RB,14,ARI,3,8,2.7,0,3,2,2,0,0,0,3,3
1014,Isaiah Spiller,LAC,RB,9,ATL,7,29,4.1,0,0,0,0,0,0,0,2.9,2.9
1014,James Robinson,JAX,RB,4,PHI,8,29,3.6,0,0,0,0,0,1,0,2.9,2.9
1014,Sony Michel,LAC,RB,2,KC,4,13,3.2,0,1,1,6,0,0,0,2.9,2.9
1014,Malcolm Brown,LAR,RB,9,TB,2,9,4.5,0,1,1,10,0,0,0,2.9,2.9
1014,Clyde Edwards-Helaire,KC,RB,9,TEN,4,5,1.2,0,2,1,14,0,0,0,2.9,2.9
1014,Justice Hill,BAL,RB,9,NO,4,11,2.8,0,1,1,8,0,0,0,2.9,2.9
1014,Justin Jackson,DET,RB,12,BUF,4,4,1,0,2,1,15,0,0,0,2.9,2.9
1014,Eno Benjamin,NO,RB,17,PHI,2,10,5,0,1,1,9,0,0,0,2.9,2.9
1014,Alexander Mattison,MIN,RB,10,BUF,3,11,3.7,0,1,1,8,0,0,0,2.9,2.9
1014,Kareem Hunt,CLE,RB,10,MIA,6,9,1.5,0,1,1,10,0,0,0,2.9,2.9
1014,Rex Burkhead,HOU,RB,2,DEN,0,0,0,0,3,2,9,0,0,0,2.9,2.9
1014,Miles Sanders,PHI,RB,15,CHI,11,42,3.8,0,1,1,-13,0,1,1,2.9,2.9
1014,D'Ernest Johnson,CLE,RB,6,NE,0,0,0,0,2,2,9,0,0,0,2.9,2.9
1027,Dare Ogunbowale,HOU,RB,16,TEN,8,28,3.5,0,0,0,0,0,0,0,2.8,2.8
1027,Zamir White,LV,RB,12,SEA,2,28,14,0,0,0,0,0,0,0,2.8,2.8
1027,Jordan Mason,SF,RB,18,ARI,8,28,3.5,0,0,0,0,0,0,0,2.8,2.8
1027,Justice Hill,BAL,RB,8,TB,4,28,7,0,0,0,0,0,0,0,2.8,2.8
1027,Kenneth Gainwell,PHI,RB,2,MIN,2,7,3.5,0,2,1,11,0,0,0,2.8,2.8
1027,Justice Hill,BAL,RB,15,CLE,1,3,3,0,1,1,15,0,0,0,2.8,2.8
1027,Craig Reynolds,DET,RB,3,MIN,6,13,2.2,0,1,1,5,0,0,0,2.8,2.8
1027,Nyheim Hines,BUF,RB,13,NE,2,-3,-1.5,0,2,1,21,0,0,0,2.8,2.8
1027,Samaje Perine,CIN,RB,7,ATL,1,0,0,0,2,2,8,0,0,0,2.8,2.8
1027,Julius Chestnut,TEN,RB,14,JAX,0,0,0,0,2,2,8,0,0,0,2.8,2.8
1037,Justin Jackson,DET,RB,9,GB,4,27,6.8,0,0,0,0,0,0,0,2.7,2.7
1037,Tyrion Davis-Price,SF,RB,18,ARI,8,27,3.4,0,0,0,0,0,0,0,2.7,2.7
1037,Spencer Brown,CAR,RB,8,ATL,6,27,4.5,0,1,0,0,0,0,0,2.7,2.7
1037,J.J. Taylor,NE,RB,9,IND,10,9,0.9,0,1,1,8,0,0,0,2.7,2.7
1037,Patrick Taylor,GB,RB,16,MIA,0,0,0,0,1,1,17,0,0,0,2.7,2.7
1037,Michael Carter,NYJ,RB,11,NE,8,19,2.4,0,2,1,-2,0,0,0,2.7,2.7
1037,Ameer Abdullah,LV,RB,7,HOU,0,0,0,0,2,2,7,0,0,0,2.7,2.7
1037,Kyle Juszczyk,SF,FB,14,TB,0,0,0,0,2,2,7,0,0,0,2.7,2.7
1037,Avery Williams,ATL,RB,8,CAR,0,0,0,0,2,2,7,0,0,0,2.7,2.7
1037,Troy Hairston,HOU,FB,8,TEN,0,0,0,0,2,2,7,0,0,0,2.7,2.7
1047,Jeff Wilson Jr.,MIA,RB,14,LAC,4,26,6.5,0,0,0,0,0,1,0,2.6,2.6
1047,Justice Hill,BAL,RB,13,DEN,1,2,2,0,2,2,4,0,1,0,2.6,2.6
1049,Jordan Mason,SF,RB,12,NO,5,25,5,0,0,0,0,0,0,0,2.5,2.5
